image_id,basil_pixels,coverage_fraction,mean_R,mean_G,mean_B,std_R,std_G,std_B,mean_hue_deg,mean_saturation,mean_value,std_saturation,std_value,mean_lab_L,mean_lab_a,mean_lab_b,freshness_index
exp2_day(3)_pot(6)_plant(8)_top,5008.0,0.0004107352817670278,71.57567891373802,73.40714856230032,38.9486821086262,20.862288642392382,19.406719753264955,27.088600823760522,62.567092651757186,135.43130990415335,73.6283945686901,63.54874479780716,19.630723470420357,76.76497603833866,-6.5926517571884915,19.95167731629394,0.2961697744932795
