image_id,basil_pixels,coverage_fraction,mean_R,mean_G,mean_B,std_R,std_G,std_B,mean_hue_deg,mean_saturation,mean_value,std_saturation,std_value,mean_lab_L,mean_lab_a,mean_lab_b,freshness_index
exp2_day(5)_pot(4)_plant(3)_top,346056.0,0.028382070420760897,48.514590124141755,63.75608283052454,14.587662112490465,20.220726159437074,19.169459843323747,17.739241839742025,78.69864992949118,206.60452065561643,63.75715491134383,39.04608001355843,19.174215236280762,62.58418001710706,-14.741952169591045,26.158815336246164,0.3829000795104958
