image_id,basil_pixels,coverage_fraction,mean_R,mean_G,mean_B,std_R,std_G,std_B,mean_hue_deg,mean_saturation,mean_value,std_saturation,std_value,mean_lab_L,mean_lab_a,mean_lab_b,freshness_index
exp2_day(3)_pot(6)_plant(6)_top,259097.0,0.021250055770765094,68.26984874390672,76.14755091722405,29.622268879994753,20.85796197998955,16.08331683646552,21.877739712821448,69.1492684207073,166.07590979440133,76.23491202136651,58.87632624294691,16.169158548612515,78.12267606340482,-10.890816952724265,25.475883549404273,0.33983886809112096
