image_id,basil_pixels,coverage_fraction,mean_R,mean_G,mean_B,std_R,std_G,std_B,mean_hue_deg,mean_saturation,mean_value,std_saturation,std_value,mean_lab_L,mean_lab_a,mean_lab_b,freshness_index
exp2_day(0)_pot(6)_plant(4)_top,211713.0,0.017363817633534895,49.5703806568326,67.24569110068819,9.971962042954377,17.981397021667426,18.002515039033863,15.671199531845902,78.76805864543037,224.06757261009008,67.24691445494608,33.348509955136855,18.00885487883854,65.89645416200233,-16.546263101462827,29.62856791977819,0.4103028202130261
